age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
43,M,403,Seule,2,false,2202 WQ 27
32,F,150,Célibataire,0,false,8966 YF 71
71,M,520,En Couple,3,false,5110 GJ 28
28,Femme,527,En Couple,0,false,6250 DA 54
65,F,240,Célibataire,0,false,4973 YE 13
22,F,490,En Couple,1,false,8947 XK 55
40,M,245,Célibataire,0,false,2603 RK 79
43,M,493,En Couple,1,false,8707 OF 79
20,M,593,En Couple,2,false,9610 UU 78
18,F,219,En Couple,1,false,5664 GE 77
43,M,519,En Couple,0,false,8586 LD 72
22,M,890,En Couple,2,false,5826 NY 90
23,F,232,En Couple,0,false,1276 US 50
39,M,848,Célibataire,0,false,819 OA 42
31,F,593,En Couple,3,true,3409 WG 78
52,M,531,En Couple,4,false,2573 SG 80
31,M,441,En Couple,0,false,8767 SI 51
45,F,1347,En Couple,4,false,5951 KZ 92
44,M,457,En Couple,0,false,4220 KW 57
75,F,783,En Couple,4,false,7496 YR 32
67,M,847,Célibataire,0,false,9072 RP 69
57,M,457,Célibataire,0,false,2106 GD 54
33,M,225,Célibataire,0,false,5607 LD 96
28,F,1244,Célibataire,0,false,6872 LL 66
75,M,530,En Couple,2,true,492 YI 45
32,M,528,En Couple,3,false,6503 DM 53
36,F,215,En Couple,0,false,6063 BJ 92
30,M,1208,Célibataire,0,false,6224 QT 85
47,M,559,En Couple,0,false,351 IX 34
55,M,939,En Couple,0,false,5068 WU 30
25,M,1218,Célibataire,0,false,4464 LC 60
50,M,486,En Couple,0,false,6054 RZ 53
54,F,1056,Seule,2,false,2358 HQ 18
20,F,707,Célibataire,0,false,2156 XP 31
46,M,573,En Couple,2,false,9352 BC 66
52,M,472,En Couple,0,false,5486 FY 32
29,M,1337,Célibataire,0,false,4557 JN 19
60,M,158,En Couple,2,false,1373 OI 68
70,F,478,En Couple,4,true,7585 WK 61
45,F,181,En Couple,4,false,3053 OK 40
18,F,154,Célibataire,0,false,33 LL 62
18,F,238,Célibataire,0,false,130 IR 16
37,M,1214,Célibataire,0,false,8058 HJ 12
48,M,882,En Couple,1,false,2294 UW 57
70,M,1342,En Couple,4,false,4894 PP 40
29,M,453,Célibataire,0,false,273 JD 18
21,M,1169,En Couple,0,false,8862 QK 56
65,M,514,En Couple,2,false,8495 TH 84
22,M,728,En Couple,3,false,2240 HG 62
79,M,980,En Couple,2,false,7486 WV 34
27,M,1123,En Couple,4,true,3402 MV 21
54,F,504,En Couple,4,false,652 CI 28
42,M,842,En Couple,4,false,6452 EG 62
53,M,469,En Couple,0,false,7964 DE 52
52,M,235,En Couple,3,true,7818 GC 41
29,M,733,En Couple,4,true,4930 BN 14
26,Masculin,459,En Couple,3,false,7511 IW 86
83,M,211,Célibataire,0,false,2562 XQ 33
30,F,400,En Couple,4,false,5835 FW 17
22,F,449,Célibataire,0,false,3764 FE 15
23,F,189,Seule,3,false,2454 CC 68
46,M,594,En Couple,1,false,2098 DW 91
59,F,189,En Couple,3,false,4410 XV 75
24,M,439,En Couple,1,false,9640 DQ 35
54,M,232,En Couple,1,false,9964 HF 25
34,M,592,En Couple,4,true,4243 XU 61
46,M,218,En Couple,1,false,8114 RA 75
22,F,1077,Seule,1,false,1154 VS 69
67,M,1304,Célibataire,0,false,7846 SV 59
22,Femme,439,En Couple,0,false,3832 SQ 94
48,M,527,En Couple,4,false,3809 ZW 82
18,M,151,Seule,1,false,2471 HT 86
22,?,402,En Couple,1,false,5104 DP 36
18,F,893,En Couple,1,true,8725 RY 26
78,M,229,En Couple,4,false,6306 EH 88
43,F,513,Célibataire,0,false,4410 RV 14
35,F,569,En Couple,0,true,7240 ZS 76
39,M,580,Célibataire,0,false,6784 OY 68
22,F,437,En Couple,0,false,163 ER 70
74,M,490,Célibataire,0,false,7649 VL 12
37,M,546,En Couple,2,false,4665 VK 70
36,M,194,En Couple,0,false,3292 LN 70
83,M,1089,En Couple,0,false,4592 OU 29
75,M,560,En Couple,1,true,8785 MQ 11
19,Masculin,1374,En Couple,0,false,8449 JY 30
28,M,408,En Couple,3,false,6367 CP 59
51,M,444,En Couple,1,false,470 GS 67
50,M,173,En Couple,4,false,5212 WQ 35
32,M,1273,En Couple,2,false,2283 HP 79
18,M,488,Célibataire,0,false,4893 YV 50
26,M,1054,Célibataire,0,false,3536 UB 27
46,M,449,En Couple,0,false,7065 OK 28
83,F,540,En Couple,0,false,1300 QQ 14
37,M,732,En Couple,4,false,8602 CI 41
39,M,730,En Couple,0,?,9179 UO 23
33,M,432,Célibataire,0,false,5483 JX 31
60,Femme,550,En Couple,2,false,1977 LP 37
30,M,1153,En Couple,1,true,8298 HT 15
18,M,986,Seule,3,false,2021 RG 93
18,F,216,Célibataire,0,false,9303 OQ 72
47,M,158,En Couple,1,false,4758 TN 57
20,M,867,En Couple,4,false,4019 DB 63
51,M,448,En Couple,3,true,8329 TA 69
26,F,459,En Couple,0,false,8562 EB 63
34,F,508,En Couple,1,false,8296 KV 39
60,F,1364,En Couple,2,false,8376 KU 55
80,M,836,Célibataire,0,false,83 PI 57
54,F,1189,En Couple,1,true,2111 LE 48
22,M,165,En Couple,0,false,6619 YY 72
22,F,524,En Couple,2,false,7279 XD 23
37,M,1318,Célibataire,0,false,2177 ZW 92
48,M,1270,En Couple,1,false,8884 DC 37
39,M,497,En Couple,2,false,203 DT 42
84,M,493,En Couple,4,false,3580 TY 83
22,M,701,Célibataire,0,false,7167 EX 30
45,M,1334,En Couple,3,true,5573 RF 64
20,Homme,509,En Couple,4,false,7734 PA 98
62,F,408,En Couple,0,false,3763 KB 88
40,M,220,En Couple,1,false,9946 CQ 49
36,F,1270,En Couple,4,true,5479 AL 25
32,M,1303,En Couple,0,false,5687 SH 29
25,N/D,489,En Couple,3,false,5432 BG 69
20,F,449,En Couple,0,true,9389 YW 54
37,M,1245,En Couple,1,false,7022 YW 97
41,M,461,Célibataire,0,false,8123 NV 58
34,M,597,En Couple,0,true,929 WS 72
65,M,229,En Couple,4,false,7654 BI 41
39,M,438,En Couple,0,false,9182 PT 32
36,M,560,En Couple,4,false,4703 HJ 93
37,F,222,Célibataire,0,false,3826 XT 62
23,M,1067,En Couple,4,false,464 OD 68
27,M,549,En Couple,2,false,668 XD 43
19,M,196,En Couple,3,false,1136 DH 42
69,M,569,En Couple,0,?,303 FE 74
21,M,481,Célibataire,0,false,9945 ZE 39
45,M,525,Célibataire,0,false,6493 YJ 26
46,M,769,En Couple,0,false,5544 WG 26
30,F,418,En Couple,0,false,2780 XB 80
72,M,921,En Couple,4,false,2589 ZC 94
59,M,150,Seule,1,false,1268 DO 50
60,M,579,Célibataire,0,false,1254 RV 80
59,M,521,Célibataire,0,false,3407 JX 62
27,M,546,En Couple,4,false,9128 YI 80
34,M,490,En Couple,4,false,6744 YB 34
28,F,1154,En Couple,0,false,2246 CY 97
19,M,474,Célibataire,0,false,2956 AB 54
22,F,1047,Célibataire,0,false,39 DA 24
42,M,597,En Couple,1,false,2827 KG 47
55,M,207,En Couple,0,false,2787 NZ 85
68,F,477,En Couple,4,false,9015 GU 46
48,M,532,En Couple,4,false,4198 UI 47
68,M,870,En Couple,4,false,6851 AG 16
70,M,592,En Couple,1,true,956 ED 46
21,M,180,En Couple,0,false,7332 FK 93
48,M,1136,En Couple,1,true,1779 SU 72
51,F,1134,En Couple,2,false,6739 LF 17
84,M,768,Célibataire,0,false,2203 QU 67
48,M,426,Seule,1,false,3657 MI 86
22,M,150,En Couple,0,true,7080 XH 48
36,F,1154,En Couple,1,true,8305 UF 40
37,F,440,Célibataire,0,false,7214 GM 42
20,F,213,En Couple,0,false,2826 MH 33
55,F,164,En Couple,2,false,1380 RM 51
32,M,569,En Couple,0,false,4034 NJ 21
30,M,150,En Couple,3,true,7569 AO 42
59,M,459,En Couple,3,false,619 PO 64
70,M,200,Célibataire,0,false,7090 YT 80
73,M,510,En Couple,0,true,3768 KY 69
39,F,435,Célibataire,0,false,2321 OL 43
21,M,500,En Couple,4,true,8592 XM 97
32,M,931,Célibataire,0,false,5951 ZQ 39
84,F,499,Célibataire,0,false,7178 SE 60
47,F,494,En Couple,2,false,3658 LN 21
24,M,154,En Couple,2,false,8543 UP 34
45,Masculin,942,En Couple,2,false,1671 KX 39
74,Femme,507,En Couple,1,false,1307 OE 19
35,F,244,Célibataire,0,false,4137 ZA 63
37,F,166,En Couple,0,false,1212 NH 35
83,F,227,Célibataire,0,false,8727 IK 19
55,M,784,Célibataire,0,false,8561 GA 78
66,F,427,Célibataire,0,false,7673 RW 90
36,M,928,En Couple,4,false,7707 BP 33
40,F,541,En Couple,2,false,6171 JL 57
47,M,530,Célibataire,0,false,2702 OO 97
47,M,771,Célibataire,0,false,745 SM 51
47,M,1078,En Couple,2,false,3857 ZQ 17
72,M,438,En Couple,0,false,6081 CW 31
56,F,581,Célibataire,0,false,425 WP 81
74,M,192,En Couple,2,true,2403 OP 58
80,F,542,En Couple,0,false,2130 FH 36
79,F,448,En Couple,0,false,1907 VH 37
50,F,514,En Couple,0,true,342 KW 82
57,M,1016,Marié(e),1,false,8421 ZJ 11
68,M,1270,En Couple,2,false,2338 TK 13
51,M,1046,Célibataire,0,false,1024 LK 96
58,M,577,En Couple,2,false,9720 BP 79
42,M,1274,En Couple,0,false,1068 SC 21
64,M,169,En Couple,0,false,5831 ZY 59
50,F,781,Célibataire,0,false,4899 NL 66
31,F,168,En Couple,2,false,2773 JL 97
55,F,161,En Couple,3,false,6115 AH 75
80,M,412,Célibataire,0,false,8789 UZ 93
76,M,554,En Couple,2,true,5593 MA 17
40,M,906,En Couple,1,false,4272 XQ 35
19,F,570,En Couple,1,false,6759 DV 91
27,M,1341,En Couple,3,true,1280 FW 91
49,M,406,En Couple,4,false,8430 QB 92
52,M,403,Célibataire,0,false,4256 MY 25
41,M,1262,En Couple,3,false,708 HX 38
75,F,749,Célibataire,0,false,6685 RH 90
43,M,543,En Couple,1,false,2431 EJ 76
55,M,1040,En Couple,3,true,2119 LM 80
65,F,225,En Couple,1,false,872 HW 67
75,M,505,Célibataire,0,false,5504 MY 92
23,M,921,Célibataire,0,false,7225 MM 85
19,F,437,En Couple,0,false,7563 BB 31
33,F,189,En Couple,1,false,2318 NZ 78
20,M,963,Célibataire,0,false,1742 OT 45
59,M,415,En Couple,1,false,9031 LT 33
55,M,577,En Couple,0,false,1344 MJ 51
64,M,1124,Célibataire,0,false,7892 GE 65
29,Masculin,930,Célibataire,0,false,5819 KT 55
19,F,169,En Couple,?,true,9911 DF 52
35,F,970,En Couple,0,false,1594 WD 86
23,F,1325,Célibataire,0,false,4021 HN 71
51,M,521,Célibataire,0,false,2396 XI 18
36,M,1007,En Couple,1,false,101 VT 74
47,M,458,En Couple,0,false,5647 OT 86
28,M,190,Célibataire,0,false,5646 KM 74
32, ,461,Célibataire,0,false,5925 FD 98
34,M,439,En Couple,0,false,7693 LK 78
74,M,503,En Couple,1,false,8721 KT 61
44,M,417,En Couple,3,true,9852 NP 27
31,M,1263,Célibataire,0,false,7914 LN 14
22,M,451,En Couple,2,false,828 WZ 45
79,M,512,Seule,3,false,5015 RY 82
34,M,507,Célibataire,0,false,2732 TM 70
66,M,189,Célibataire,0,false,4193 DX 83
54,M,881,Célibataire,0,false,4014 PF 62
54,M,407,Célibataire,0,false,5061 QX 74
59,F,592,En Couple,3,false,5352 JC 54
59,M,581,Célibataire,0,false,4206 ZD 90
21,F,1085,Seule,2,false,2864 XR 92
23,M,1284,Célibataire,0,false,1310 CY 59
60,M,439,En Couple,2,false,5999 GM 50
47,M,160,En Couple,2,false,693 IS 65
42,M,433,Célibataire,0,false,5967 EC 56
23,M,155,En Couple,3,false,3176 PU 65
48,M,1044,Célibataire,0,false,5565 QM 67
26,M,189,Célibataire,0,false,6443 TE 55
37,F,162,Célibataire,0,false,6614 ZM 74
82,M,1328,Célibataire,0,false,2471 ET 37
61,M,473,En Couple,0,false,7917 VS 77
29,F,447,En Couple,4,false,7220 EO 90
22,F,417,En Couple,3,false,2915 SP 60
19,M,1203,Célibataire,0,false,543 LJ 97
29,M,749,En Couple,3,false,45 MF 69
52,M,1276,En Couple,4,true,6677 CQ 33
37,M,427,Célibataire,0,false,3538 YM 19
26,M,861,Célibataire,0,false,2582 PC 15
46,M,173,Célibataire,0,false,346 UQ 38
48,M,?,Célibataire,0,false,9714 YG 95
47,M,426,En Couple,4,false,6047 BT 53
56,M,582,Célibataire,0,false,3967 UI 37
36,M,456,Célibataire,0,false,4383 BI 16
62,M,537,En Couple,0,true,6384 ZK 65
64,M,921,Seule,2,false,3815 VJ 96
29,M,462,Célibataire,0,false,1503 HP 35
72,M,457,Seule,1,false,6425 KP 62
82,F,477,Célibataire,0,false,4627 LB 11
37,M,502,En Couple,0,false,5143 RY 70
45,M,509,Célibataire,0,false,7994 PC 10
57,M,407,Célibataire,0,false,3445 BR 83
33,M,556,En Couple,1,false,352 OI 82
52,M,207,En Couple,3,false,4026 CX 68
27,M,507,Célibataire,0,false,2117 NE 72
66, ,498,En Couple,4,false,639 DV 28
30,F,555,En Couple,0,false,2139 GT 27
43,M,502,En Couple,4,true,5326 HX 20
25,M,238,En Couple,0,true,1989 ZM 79
22,M,1042,En Couple,3,false,8179 IG 47
66,M,176,En Couple,0,false,3737 RC 16
27,M,402,En Couple,3,false,2078 TC 64
34,M,178,En Couple,2,false,5390 UE 43
50,M,187,En Couple,1,false,3343 FA 62
23,F,158,Célibataire,0,false,2510 XL 92
22,M,249,En Couple,3,false,9272 II 83
20,M,805,En Couple,4,false,389 QV 45
38,M,565,En Couple,1,false,2510 IA 41
21,M,1074,En Couple,1,true,7759 BM 90
56,M,494,Célibataire,0,false,3912 RL 75
29,M,171,En Couple,0,true,3037 LM 19
45,F,500,En Couple,2,false,5358 UL 44
70,F,1195,En Couple,3,false,1040 II 25
68,M,153,En Couple,0,false,9274 EH 31
49,M,1231,En Couple,1,false,9596 YQ 83
21,M,770,En Couple,3,false,2842 VJ 13
40,M,164,En Couple,3,false,8438 DT 12
28,Homme,200,Célibataire,0,false,1099 MR 39
19,M,587,Seule,1,false,8822 KR 35
20,F,531,En Couple,2,false,2431 SK 93
39,Femme,801,Seule,3,false,3462 RJ 68
38,M,774,Célibataire,0,false,8536 BB 97
21,M,457,En Couple,0,true,3728 OX 48
60,M,703,Célibataire,0,false,3882 LP 83
64,M,1382,En Couple,1,true,4099 ZW 55
79,?,527,En Couple,2,false,1980 RJ 42
19,M,483,Seule,1,false,301 FP 88
24,M,242,En Couple,4,false,7063 ZE 92
40,F,1147,En Couple,1,false,3586 LI 13
26,M,491,Célibataire,0,false,8677 OS 39
44,M,448,En Couple,2,false,515 DU 87
75,F,408,En Couple,2,false,1794 CZ 29
59,M,815,Seule,2,false,7672 BG 41
31,M,456,En Couple,0,false,7470 ZA 73
80,F,150,En Couple,3,false,950 FT 73
75,F,200,Célibataire,0,false,8313 QJ 57
57,M,489,Célibataire,0,false,3145 TG 95
39,M,157,En Couple,1,false,2693 YW 71
66,F,529,Célibataire,0,false,2411 ES 49
58,M,175,Célibataire,0,false,9079 OB 49
73,M,858,En Couple,2,false,5066 GJ 61
27,F,1064,Célibataire,0,false,278 LV 45
29, ,213,En Couple,1,false,4629 BK 91
43,M,545,En Couple,1,false,4506 BH 53
35,F,1216,Célibataire,0,false,2127 CS 53
84,M,539,Seule,3,false,5197 FZ 22
31,M,806,En Couple,3,true,683 VY 10
51,F,203,Célibataire,0,false,1245 XX 95
24,M,412,Célibataire,0,false,8333 DG 87
59,M,978,En Couple,3,true,3383 AP 81
20,M,416,En Couple,4,false,4895 KS 62
37,F,834,Célibataire,0,false,7565 MV 49
78,M,581,En Couple,2,true,4952 KE 46
26,F,403,En Couple,4,false,9873 NV 27
47,M,497,En Couple,4,false,8230 QJ 73
24,M,483,Célibataire,0,false,743 IP 65
49,F,465,En Couple,0,true,5717 MA 65
33, ,498,En Couple,0,false,1926 JP 28
29,M,159,En Couple,2,false,6646 CG 89
55,F,582,Célibataire,0,false,7415 AK 23
21,M,802,En Couple,0,false,5257 BP 98
37,F,486,En Couple,1,false,2324 TJ 82
20,F,883,En Couple,2,true,930 CE 25
18,F,469,Seule,1,false,6346 BO 93
39,M,1328,En Couple,4,true,8519 KF 95
61,M,1161,Célibataire,0,false,8007 DL 69
21,M,491,En Couple,2,false,4511 JB 91
26,F,1179,Célibataire,0,false,1788 NV 13
55,M,852,En Couple,4,true,1108 DV 32
59,M,417,En Couple,0,true,267 LE 56
24,M,882,Célibataire,0,false,5809 GZ 49
20,M,582,Seule,1,false,7897 MX 38
73,M,156,En Couple,2,false,6469 AG 25
60,M,1068,Célibataire,0,false,8893 ZL 40
42,M,180,En Couple,0,false,2622 LS 52
54,M,218,En Couple,4,false,5023 VJ 83
30,F,407,En Couple,0,false,9774 GZ 76
21,M,179,En Couple,2,true,3577 RG 96
36,M,231,Célibataire,0,false,9641 KU 15
26,F,498,Seule,3,false,3801 AD 87
18,M,923,Célibataire,0,false,5460 MS 67
66,F,402,Célibataire,0,false,8956 MM 18
33,F,1098,En Couple,0,true,7479 DZ 13
54,F,464,En Couple,3,true,6052 NN 77
36,M,542,Célibataire,0,false,3740 AJ 66
63,M,941,Célibataire,0,false,8035 KP 95
48,M,418,Célibataire,0,false,9773 UQ 79
23,M,207,En Couple,2,false,2125 YA 28
23,M,1211,En Couple,4,true,3785 LV 95
31,M,564,En Couple,2,false,9737 HG 15
76,M,964,Célibataire,0,false,8559 IM 34
71,M,1328,En Couple,2,true,8080 KW 92
34,F,552,En Couple,4,false,8160 GJ 52
56,M,409,Célibataire,0,false,9868 RB 45
33,M,445,En Couple,1,false,9025 GO 62
22,M,961,Célibataire,0,false,8906 WK 83
21,F,584,Célibataire,0,false,9782 HG 46
59,F,430,Célibataire,0,false,904 AL 32
81,M,244,Célibataire,0,false,248 RM 89
22,M,1200,Célibataire,0,false,8263 UQ 67
58,F,880,En Couple,1,false,3216 FV 36
25,M,990,Célibataire,0,false,1289 KQ 21
53,M,175,En Couple,2,false,7417 SV 22
21,M,160,Seule,3,false,4659 WT 67
25,F,882,En Couple,2,false,5297 KU 81
38,Masculin,484,Célibataire,0,false,4748 NS 17
51,M,1369,En Couple,0,false,3287 VC 58
34,M,472,En Couple,0,false,8268 JJ 74
43,F,1317,En Couple,1,false,8718 RC 52
21,M,729,En Couple,4,false,2237 ZZ 10
27,M,582,En Couple,3,false,1480 II 74
56,M,878,En Couple,1,true,1741 AO 55
75,M,546,En Couple,1,false,8780 AF 63
67,M,590,En Couple,1,false,9818 OZ 12
28,M,546,Célibataire,0,false,1185 UH 25
65,M,437,Célibataire,0,false,8484 AG 32
48,M,220,Célibataire,0,false,3743 EH 53
50,M,469,En Couple,2,false,9469 PY 92
40,M,429,En Couple,0,false,3236 NR 45
25,M,468,En Couple,0,false,5324 XE 97
59,M,481,En Couple,2,false,7725 VK 20
29,F,541,En Couple,0,true,6325 WQ 59
50,M,505,En Couple,1,true,3432 GO 81
53,F,756,Célibataire,0,false,7570 MH 16
57,M,195,Célibataire,0,false,2984 HF 65
18,M,579,En Couple,2,false,3741 WX 91
26,F,575,Célibataire,0,false,3104 KB 24
42,M,564,En Couple,0,false,2515 EK 49
22,F,506,Célibataire,0,false,8038 ZO 40
64,M,218,En Couple,1,false,8802 AQ 16
80,F,928,Célibataire,0,false,9105 ZT 49
48,M,402,Célibataire,0,false,2954 ZH 32
31,M,1214,Célibataire,0,false,8124 HC 53
50,M,713,En Couple,1,false,9744 PL 15
30,F,194,En Couple,3,false,4240 BH 16
46,M,1354,En Couple,1,false,7798 HG 45
26,F,471,Célibataire,0,false,173 TX 73
47,M,575,En Couple,2,false,3236 FT 66
52,M,426,Célibataire,0,false,97 KT 97
42,M,470,En Couple,3,true,1266 VE 48
26,F,240,En Couple,1,false,3230 RG 97
27,M,702,En Couple,3,false,5898 QO 10
61,F,444,En Couple,0,false,9992 GB 22
44,F,504,En Couple,1,false,9450 QU 86
25,F,187,Célibataire,0,false,2884 IA 89
29,M,763,Célibataire,0,false,1456 QR 80
26,M,1195,En Couple,3,false,4602 EB 90
77,M,566,En Couple,2,true,6059 PQ 34
22,F,219,Célibataire,0,false,1524 PA 65
55,M,509,En Couple,3,false,7024 XD 25
23,M,556,Célibataire,0,false,6300 HO 41
45,F,457,Célibataire,0,false,2147 KC 36
83,M,150,En Couple,4,false,7521 GE 69
35,M,245,En Couple,0,false,6473 CL 41
36,M,580,En Couple,1,false,7538 UH 15
30,M,564,En Couple,0,false,8188 ZE 96
59,M,454,En Couple,0,false,7104 VU 73
56,M,163,En Couple,3,false,9574 VQ 92
64,F,710,En Couple,0,false,48 AT 37
29,M,1214,En Couple,1,false,4196 CW 55
41,M,427,Célibataire,0,false,9943 LY 87
27,F,1094,Célibataire,0,false,5892 JP 50
20,F,946,Célibataire,0,false,7691 VO 69
62,M,471,En Couple,1,false,2519 NG 65
31,M,1049,En Couple,1,false,9816 IM 53
27,M,458,En Couple,1,false,1375 UH 67
33,M,1037,En Couple,4,false,6824 VM 96
56,F,549,En Couple,2,false,2849 AX 84
36,M,575,Célibataire,0,false,3785 RH 28
51,F,1219,En Couple,0,false,8036 UJ 38
29,M,520,En Couple,1,false,4379 FP 47
24,M,485,Célibataire,0,false,128 SC 68
36,M,427,En Couple,3,false,2367 TU 81
43,F,1153,Célibataire,0,false,544 RT 31
28,F,568,En Couple,0,false,2872 HC 95
57,F,867,En Couple,0,false,7887 ET 91
64,M,1265,Célibataire,0,false,9597 YV 77
51,M,474,En Couple,3,true,2622 NE 82
29,M,590,Célibataire,0,false,6373 SM 89
56,M,506,Célibataire,0,false,364 NY 27
45,M,595,Célibataire,0,false,2473 QA 80
55,F,1023,En Couple,3,false,668 DM 64
50,M,1213,En Couple,1,false,100 JQ 82
46,M,592,En Couple,3,true,6802 AW 25
67,M,1161,En Couple,4,false,7206 KG 56
31,M,754,En Couple,1, ,5909 QO 70
40,M,547,En Couple,1,true,4924 WE 86
20,M,487,En Couple,2,false,3918 EI 60
54,M,228,Seule,3,false,6185 BG 82
25,M,1172,Célibataire,0,false,4087 IW 13
18,F,195,En Couple,2,false,2449 HA 28
32,M,555,En Couple,1,false,3789 NT 41
63,M,1315,En Couple,0,false,3832 QD 11
31,F,540,En Couple,0,false,7694 WT 21
28,M,759,En Couple,1,false,7990 IA 44
26,M,517,En Couple,4,false,4827 PJ 45
72,F,244,En Couple,1,false,21 PY 70
19,F,231,En Couple,4,false,3463 EH 28
81,M,579,En Couple,1,false,5441 NP 25
57,M,589,En Couple,4,false,1285 OO 39
58,F,452,En Couple,4,false,3670 DH 97
40,M,152,En Couple,3,false,9133 GB 10
23,M,581,En Couple,4,false,2326 NG 30
47,M,435,En Couple,0,false,775 SM 37
19,M,537,En Couple,4,false,1568 FQ 59
35,M,435,En Couple,0,false,5901 JX 55
47,M,581,En Couple,1,false,2505 OI 17
26,F,435,En Couple,3,false,3421 DQ 26
24,M,517,En Couple,3,true,518 DV 91
30,M,1240,En Couple,2,false,1461 UB 68
29,M,1236,Célibataire,0,false,4079 YJ 71
19,M,185,En Couple,1,false,1381 UX 45
36,M,1254,En Couple,0,false,7822 FM 54
34,M,417,Célibataire,0,false,1728 GV 69
34,M,951,Célibataire,0,false,6237 HZ 33
69,F,512,Célibataire,0,false,5674 OH 42
36,M,1026,En Couple,4,false,923 MG 85
20,M,423,Célibataire,0,false,138 CS 17
48,M,558,Célibataire,0,false,9831 TK 89
37,Homme,1133,En Couple,4,false,4793 EK 92
33,M,516,Célibataire,0,false,9427 UU 90
22,M,426,En Couple,0,true,6754 IU 22
67,M,448,Célibataire,0,false,4674 LV 24
59,M,158,En Couple,0,false,79 AJ 98
45,M,1302,En Couple,3,false,4025 JW 39
29,M,586,Célibataire,0,false,833 RD 12
68,F,232,En Couple,2,false,3553 WC 10
25,M,1145,En Couple,0,false,7800 ST 24
80,F,421,En Couple,2,false,8051 FS 33
44,F,213,En Couple,0,false,7303 JT 68
64,M,229,En Couple,2,false,7098 AB 12
54,M,401,En Couple,1,false,289 LD 84
20, ,506,En Couple,4,false,1924 TT 18
32,M,1138,En Couple,1,false,702 TA 69
51,M,724,Célibataire,0,false,8481 OZ 57
23,M,217,En Couple,1,false,470 GK 56
22,F,482,Célibataire,0,false,8722 YC 66
84,M,453,En Couple,1,false,5220 XA 92
53,F,554,Célibataire,0,false,2026 CA 31
23,F,576,En Couple,4,false,5844 VY 76
48,M,1365,En Couple,2,false,6736 LM 70
55,F,1158,Célibataire,0,false,5284 SI 43
62,M,527,En Couple,3,false,1259 YH 91
58,M,1290,Célibataire,0,false,1734 HS 63
23,F,478,En Couple,2,false,6244 EI 95
68,M,472,En Couple,2,false,9148 OP 16
18,M,479,En Couple,4,false,9319 WE 42
77,M,215,Seule,3,false,5339 RJ 43
68,M,563,Célibataire,0,false,1825 NS 52
28,M,1047,En Couple,2,false,5160 ZS 49
41,M,211,Célibataire,0,false,3827 VA 45
43,M,1355,En Couple,0,true,9373 ML 97
44,F,890,En Couple,1,false,3869 NM 59
27,M,761,En Couple,3,false,8628 LQ 50
53,M,542,En Couple,3,false,5411 TV 36
61,M,409,En Couple,1,false,7866 AV 87
71,M,423,Célibataire,0,false,8779 VS 15
52,F,198,En Couple,0,false,5517 VC 83
40,F,710,En Couple,1,false,3805 VR 28
44,M,462,En Couple,2,false,9182 JP 71
44,F,433,En Couple,3,false,7809 ZZ 93
60,M,155,Célibataire,0,false,5280 RC 73
82,F,704,Célibataire,0,false,7140 HD 78
71,F,741,Célibataire,0,false,6182 OT 96
50,F,187,En Couple,2,false,9506 UF 36
68,M,598,En Couple,1,false,5480 QI 87
18,M,437,En Couple,2,false,5452 MA 10
81,M,1011,Célibataire,0,false,2190 CD 73
36,F,431,En Couple,0,false,4948 UV 59
18,F,453,En Couple,3,false,451 YM 27
58,F,926,En Couple,4,false,1516 GD 44
29,M,240,Seul,0,false,9906 BO 32
22,M,515,En Couple,1,false,7722 RP 87
21,F,183,En Couple,1,false,6700 UY 34
56,M,235,En Couple,4,false,7238 TR 90
47,M,247,Seule,2,false,4704 DD 60
70,M,1381,En Couple,2,false,9098 YW 90
50,F,191,Célibataire,0,false,2785 PJ 47
54,F,214,En Couple,2,false,2208 NN 44
55,M,1072,En Couple,0,false,6803 GV 74
55,M,495,Célibataire,0,false,23 GL 13
38,F,1155,En Couple,2,false,2654 DK 79
42,F,203,En Couple,4,false,1871 BR 12
26,M,526,En Couple,3,false,4521 FM 81
44,F,483,En Couple,3,false,5991 XJ 15
38,M,531,Seule,2,false,4831 QH 57
36,M,219,En Couple,3,false,8325 RL 46
21,F,402,En Couple,2,false,6797 CL 67
22,M,509,En Couple,0,true,2830 MC 79
58,F,447,Célibataire,0,false,2609 YJ 29
75,M,713,En Couple,2,true,8345 UD 14
25,M,1349,Célibataire,0,false,3612 VO 74
28,M,581,Célibataire,0,false,3039 YH 14
25,M,499,En Couple,4,true,9697 DC 71
75,M,520,Célibataire,0,false,7198 HQ 91
56,M,560,En Couple,3,false,3251 HS 30
73,M,473,En Couple,3,false,3377 JY 98
28,M,213,En Couple,1,false,7242 AP 40
36,M,467,En Couple,0,true,5513 GE 21
22,F,483,Célibataire,0,false,3454 FN 60
49,M,864,En Couple,2,false,7015 MA 68
59,M,570,En Couple,0,false,1210 PM 88
55,M,236,En Couple,4,false,1358 JJ 68
46,F,245,En Couple,2,true,8746 TS 48
19,M,491,En Couple,0,false,6581 XO 97
30,M,-1,Célibataire,0,false,685 ND 68
19,M,479,En Couple,4,false,6851 YP 82
25,F,172,En Couple,1,true,3059 LO 94
36,M,1246,En Couple,1,true,1089 HN 80
35,M,164,Célibataire,0,false,7775 WO 67
59,M,493,En Couple,0,false,2091 ZV 20
